date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:41:14	92215/92215	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:14%20GMT	https://www.lexaloffle.com/bbs/widget.php?pid=balloon	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/widgetf462.html	(from )
00:41:15	236/236	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:15%20GMT	https://www.lexaloffle.com/robots.txt		(from )
00:41:15	275/275	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:15%20GMT	https://www.lexaloffle.com/bbs/POST	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/POST	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:16	274/274	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:16%20GMT	https://www.lexaloffle.com/bbs/GET	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/GET	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:16	185/185	---M--	200	added ('OK')	image/png	etag:%22b9-6229bb1a63900%22	https://www.lexaloffle.com/gfx/ext_link.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/gfx/ext_link.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:16	291/291	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:16%20GMT	https://www.lexaloffle.com/bbs/img/login_button.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/img/login_button.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:16	292/292	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:16%20GMT	https://www.lexaloffle.com/bbs/img/signup_button.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/img/signup_button.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:17	14/14	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:17%20GMT	https://www.lexaloffle.com/bbs/set.php?pid=	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/setb1f8.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:17	285/285	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:17%20GMT	https://www.lexaloffle.com/bbs/dropped.p8.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/dropped.p8.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:17	286/286	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2001%20Oct%202024%2004:41:17%20GMT	https://www.lexaloffle.com/bbs/untitled.p8.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/untitled.p8.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:18	5338/5338	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:18%20GMT	https://www.lexaloffle.com/bbs/on_play.php?id=	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/on_play5445.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:18	13181/13181	---M--	200	added ('OK')	image/png	etag:%22337d-61a6cf7283b47%22	https://www.lexaloffle.com/bbs/thumbs/pico8_balloon-1.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_balloon-1.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:18	24306/24306	---M--	200	added ('OK')	image/png	etag:%225ef2-61a6cf728213d%22	https://www.lexaloffle.com/bbs/cposts/ba/balloon-1.p8.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/cposts/ba/balloon-1.p8.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:19	2089/2089	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202024%2001:31:31%20GMT	https://www.lexaloffle.com/media/55954/lobo_avatar.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/media/55954/lobo_avatar.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:19	278553/278553	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:19%20GMT	https://www.lexaloffle.com/bbs/?pid=balloon	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/indexf462.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:19	2998/2998	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:19%20GMT	https://www.lexaloffle.com/bbs/feed.php?uid=55954	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/feedcc1c.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:20	278555/278555	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:19%20GMT	https://www.lexaloffle.com/bbs/?pid=balloon-1	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/indexba3e.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:20	60670/60670	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:20%20GMT	https://www.lexaloffle.com/bbs/?uid=55954&mode=carts	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/index14c5.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:20	289/289	---M--	200	added ('OK')	image/png	etag:%22121-6229bb1a63900%22	https://www.lexaloffle.com/gfx/so_rss.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/gfx/so_rss.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:20	1587223/1587223	---MCZ	200	added ('OK')	application/javascript	etag:%22183817-6229bb1a63900-gzip%22	https://www.lexaloffle.com/play/pico8_0206b.js	C:/Meus%20Sites/ballon/www.lexaloffle.com/play/pico8_0206b.js	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:22	149289/149289	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:20%20GMT	https://www.lexaloffle.com/bbs/?uid=55954	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/indexcc1c.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:22	1958/1958	---M--	200	added ('OK')	image/png	etag:%227a6-6229bb1a63900%22	https://www.lexaloffle.com/gfx/play80.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/gfx/play80.png	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:22	749/749	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:22%20GMT	https://www.lexaloffle.com/bbs/snippet.php?cart_id=balloon-1&src=1	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/snippet91e1.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:23	81828/81828	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:22%20GMT	https://www.lexaloffle.com/bbs/?cat=7	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/indexc728.html	(from https://www.lexaloffle.com/bbs/widget.php?pid=balloon)
00:41:23	2892/2892	---M--	200	added ('OK')	image/png	etag:%22b4c-62361922987f6%22	https://www.lexaloffle.com/bbs/thumbs/pico8_resurface-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_resurface-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:23	1233/1233	---M--	200	added ('OK')	image/png	etag:%224d1-6235c3bad88b2%22	https://www.lexaloffle.com/bbs/thumbs/pico8_zakufujebi-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_zakufujebi-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:23	8045/8045	---M--	200	added ('OK')	image/png	etag:%221f6d-6235958899d38%22	https://www.lexaloffle.com/bbs/thumbs/pico8_luckyclover-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_luckyclover-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:23	128882/128882	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:23%20GMT	https://www.lexaloffle.com/bbs/?pid=155121	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/index26a1.html	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:24	8943/8943	---M--	200	added ('OK')	image/png	etag:%2222ef-623583291513d%22	https://www.lexaloffle.com/bbs/thumbs/pico8_gorbo-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_gorbo-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:24	11908/11908	---M--	200	added ('OK')	image/png	etag:%222e84-62348662c39b6%22	https://www.lexaloffle.com/bbs/thumbs/pico8_katana_rabbit-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_katana_rabbit-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:24	14079/14079	---M--	200	added ('OK')	image/png	etag:%2236ff-622cd69390785%22	https://www.lexaloffle.com/bbs/thumbs/pico8_exterra-1.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_exterra-1.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:24	129250/129250	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:24%20GMT	https://www.lexaloffle.com/bbs/?pid=155104	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/index762b.html	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:24	27502/27502	---M--	200	added ('OK')	image/png	etag:%226b6e-6115bb6b28820%22	https://www.lexaloffle.com/bbs/thumbs/pico8_pony9000_1_3_3-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_pony9000_1_3_3-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:25	15730/15730	---M--	200	added ('OK')	image/png	etag:%223d72-5f984456a0319%22	https://www.lexaloffle.com/bbs/thumbs/pico8_tmnt_sp_start-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_tmnt_sp_start-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:25	26547/26547	---M--	200	added ('OK')	image/png	etag:%2267b3-61ef31f1f4399%22	https://www.lexaloffle.com/bbs/thumbs/pico8_mer_ork-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_mer_ork-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:25	21429/21429	---M--	200	added ('OK')	image/png	etag:%2253b5-5eda439333c5e%22	https://www.lexaloffle.com/bbs/thumbs/pico8_the_carpathian-6.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_the_carpathian-6.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:25	18881/18881	---M--	200	added ('OK')	image/png	etag:%2249c1-61cdb4b66859e%22	https://www.lexaloffle.com/bbs/thumbs/pico8_tinyhawk-2.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_tinyhawk-2.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:26	9892/9892	---M--	200	added ('OK')	image/png	etag:%2226a4-6206cb23a670f%22	https://www.lexaloffle.com/bbs/thumbs/pico8_pet_the_cat_2-1.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_pet_the_cat_2-1.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:26	132782/132782	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:26%20GMT	https://www.lexaloffle.com/bbs/?pid=155096	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/indexf341.html	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:26	15741/15741	---M--	200	added ('OK')	image/png	etag:%223d7d-5d6ba4fa2bb4a%22	https://www.lexaloffle.com/bbs/thumbs/pico8_spirit_solstice-9.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_spirit_solstice-9.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:26	127648/127648	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:26%20GMT	https://www.lexaloffle.com/bbs/?pid=155093	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/index44e4.html	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:27	15332/15332	---M--	200	added ('OK')	image/png	etag:%223be4-61ae87cbfcb69%22	https://www.lexaloffle.com/bbs/thumbs/pico8_woodworm-0.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/thumbs/pico8_woodworm-0.png	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:27	141951/141951	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:26%20GMT	https://www.lexaloffle.com/bbs/?pid=155061	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/indexe47f.html	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:27	167859/167859	---MCZ	200	added ('OK')	text/html	date:Tue,%2001%20Oct%202024%2004:41:27%20GMT	https://www.lexaloffle.com/bbs/?pid=154661	C:/Meus%20Sites/ballon/www.lexaloffle.com/bbs/index9cf8.html	(from https://www.lexaloffle.com/bbs/on_play.php?id=)
00:41:27	203/203	---M--	200	added ('OK')	image/png	etag:%22cb-6229bb1a63900%22	https://www.lexaloffle.com/gfx/top_pulldown.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/gfx/top_pulldown.png	(from https://www.lexaloffle.com/bbs/?pid=balloon)
00:41:28	152/152	---M--	200	added ('OK')	image/png	etag:%2298-6229bb1a63900%22	https://www.lexaloffle.com/gfx/top_drop.png	C:/Meus%20Sites/ballon/www.lexaloffle.com/gfx/top_drop.png	(from https://www.lexaloffle.com/bbs/?pid=balloon)
